open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1788877860000,21.521000,21.578000,20.946000,21.475000,88322.87,1788877919999,1883151.79566000,12016,35156.27,749843.66652000,0
1788877920000,21.475000,21.590000,21.181000,21.330000,34164.32,1788877979999,729013.68043000,6988,15638.03,334097.26127000,0
1788877980000,21.329000,22.147000,21.329000,21.991000,77613.79,1788878039999,1685995.07425000,12376,47844.62,1039813.45173000,0
1788878040000,21.986000,22.274000,21.769000,21.999000,72033.45,1788878099999,1589551.85251000,12387,35296.97,779247.41262000,0
1788878100000,21.996000,22.420000,21.976000,22.384000,51901.07,1788878159999,1155224.59086000,9264,26674.51,593682.19270000,0
1788878160000,22.389000,22.515000,22.219000,22.485000,52982.47,1788878219999,1187222.69129000,9401,22673.06,508430.26391000,0
1788878220000,22.482000,22.721000,22.370000,22.697000,53179.61,1788878279999,1200050.40191000,10224,26382.11,595495.31297000,0
1788878280000,22.697000,22.934000,22.527000,22.818000,54550.79,1788878339999,1240267.03050000,9647,31461.48,715583.58780000,0
1788878340000,22.810000,23.144000,22.720000,22.949000,65658.47,1788878399999,1502934.53298000,10856,35989.58,824634.66192000,0
1788878400000,22.941000,23.028000,22.755000,22.840000,43814.64,1788878459999,1002010.11947000,8039,24103.88,551267.53980000,0
1788878460000,22.841000,22.912000,22.472000,22.546000,42203.81,1788878519999,958708.02015000,7916,16903.21,384187.92734000,0
1788878520000,22.550000,22.791000,22.368000,22.785000,57483.05,1788878579999,1297010.60305000,11134,31190.56,704329.37803000,0
1788878580000,22.778000,22.980000,22.700000,22.927000,38281.37,1788878639999,875245.32642000,7136,20339.62,465193.21963000,0
1788878640000,22.926000,23.394000,22.907000,23.261000,82640.75,1788878699999,1916858.21478000,16721,44216.31,1025719.34982000,0
1788878700000,23.254000,23.644000,23.180000,23.620000,80837.23,1788878759999,1895369.53011000,16590,43934.01,1030459.18280000,0
1788878760000,23.612000,23.893000,23.017000,23.893000,131424.43,1788878819999,3087806.53021000,23732,66099.61,1553800.72561000,0
1788878820000,23.893000,23.984000,23.248000,23.913000,94498.17,1788878879999,2237388.86551000,21240,44802.37,1061009.78475000,0
1788878880000,23.913000,24.050000,23.560000,23.864000,72725.29,1788878939999,1734014.40183000,14094,32988.50,786911.13519000,0
1788878940000,23.871000,24.150000,23.847000,23.978000,60611.74,1788878999999,1455666.31019000,11516,25766.99,619113.08932000,0
1788879000000,23.980000,24.143000,23.843000,23.843000,49481.12,1788879059999,1188099.30330000,9394,20883.47,501779.04334000,0
1788879060000,23.844000,24.420000,23.500000,23.766000,98047.04,1788879119999,2348950.43153000,19613,45255.53,1086382.32468000,0
1788879120000,23.761000,24.240000,23.727000,23.976000,66779.91,1788879179999,1598936.45973000,13242,36484.53,873982.48253000,0
1788879180000,23.971000,24.110000,23.330000,23.349000,74010.95,1788879239999,1759619.99704000,13299,28201.47,671653.17811000,0
1788879240000,23.354000,23.733000,23.026000,23.116000,81237.08,1788879299999,1898517.60134000,17696,36825.05,861516.09212000,0
1788879300000,23.120000,23.319000,22.856000,23.074000,68988.61,1788879359999,1592930.30942000,15598,30765.25,710730.75357000,0
1788879360000,23.074000,23.358000,22.973000,23.210000,37190.69,1788879419999,861644.10390000,9561,20291.56,470390.28527000,0
1788879420000,23.199000,23.338000,23.080000,23.205000,32321.98,1788879479999,750738.13759000,7235,15820.10,367536.60161000,0
1788879480000,23.211000,23.221000,22.702000,22.780000,53176.24,1788879539999,1220108.17975000,10424,23173.01,532060.80317000,0
1788879540000,22.787000,23.349000,22.604000,22.983000,86495.94,1788879599999,1987202.10508000,15557,37101.05,852142.07404000,0
1788879600000,22.986000,23.213000,22.809000,23.200000,39717.76,1788879659999,913883.76393000,9003,20929.08,481916.75306000,0
1788879660000,23.205000,23.205000,22.932000,23.129000,29915.75,1788879719999,690384.31514000,6391,14078.86,324792.30807000,0
1788879720000,23.129000,23.131000,22.843000,22.942000,27285.04,1788879779999,626420.38147000,6775,12356.91,283695.04818000,0
1788879780000,22.927000,23.116000,22.865000,22.878000,21063.96,1788879839999,483833.67231000,5260,10451.45,240163.45784000,0
1788879840000,22.884000,23.176000,22.768000,23.148000,28289.00,1788879899999,649660.08706000,6647,14982.61,344184.05628000,0
1788879900000,23.148000,23.495000,23.021000,23.188000,67003.31,1788879959999,1561057.32047000,15095,36089.21,841486.92691000,0
1788879960000,23.189000,23.286000,23.064000,23.114000,18307.00,1788880019999,423971.82424000,5184,9373.91,217118.65362000,0
1788880020000,23.109000,23.280000,23.057000,23.257000,14541.84,1788880079999,337323.20304000,3959,6292.70,145982.98875000,0
1788880080000,23.257000,23.290000,23.049000,23.231000,18235.58,1788880139999,422858.27090000,4585,7598.77,176250.00195000,0
1788880140000,23.230000,23.244000,22.880000,23.045000,24400.75,1788880199999,562409.32557000,6013,10666.59,245826.70100000,0
1788880200000,23.045000,23.229000,23.000000,23.176000,17707.28,1788880259999,409193.86499000,4625,7997.56,184821.43780000,0
1788880260000,23.176000,23.284000,22.988000,23.047000,16563.72,1788880319999,383068.31202000,4037,7505.47,173709.80188000,0
1788880320000,23.047000,23.271000,22.956000,23.245000,18753.81,1788880379999,433195.49492000,4315,10774.90,249059.13449000,0
1788880380000,23.244000,23.301000,23.150000,23.203000,13372.42,1788880439999,310588.16405000,3777,7228.21,167907.82923000,0
1788880440000,23.210000,23.328000,23.158000,23.251000,11359.94,1788880499999,263829.01044000,2872,6852.51,159164.38533000,0
1788880500000,23.244000,23.328000,23.210000,23.244000,13432.80,1788880559999,312681.25162000,3808,6871.09,159973.54953000,0
1788880560000,23.238000,23.240000,22.809000,22.954000,28550.97,1788880619999,656763.30427000,7080,12053.75,277321.73234000,0
1788880620000,22.954000,23.215000,22.817000,23.196000,24699.55,1788880679999,567726.32204000,6175,13968.02,321230.97754000,0
1788880680000,23.198000,23.212000,23.023000,23.100000,12127.26,1788880739999,280477.71733000,3824,6206.80,143594.34373000,0
1788880740000,23.103000,23.222000,23.013000,23.193000,14219.46,1788880799999,328883.31504000,3855,8351.71,193245.82807000,0
1788880800000,23.193000,23.330000,23.105000,23.286000,18552.82,1788880859999,431088.46402000,4451,11959.24,277924.64414000,0
1788880860000,23.289000,23.332000,23.199000,23.280000,13933.73,1788880919999,324361.41371000,3529,7490.84,174397.17923000,0
1788880920000,23.280000,23.663000,23.267000,23.511000,39195.16,1788880979999,919143.22842000,8005,25864.96,606821.32679000,0
1788880980000,23.514000,23.556000,23.327000,23.370000,15858.27,1788881039999,371586.00627000,4399,6982.03,163622.51134000,0
1788881040000,23.370000,23.596000,23.283000,23.550000,15206.06,1788881099999,356573.03131000,4019,7885.26,184948.85784000,0
1788881100000,23.558000,23.818000,23.540000,23.811000,25682.44,1788881159999,608338.78741000,6313,15376.52,364296.61491000,0
1788881160000,23.810000,23.836000,23.441000,23.494000,26466.29,1788881219999,624967.25616000,6031,11625.16,274616.80660000,0
1788881220000,23.491000,23.755000,23.433000,23.714000,20599.47,1788881279999,486190.57707000,5051,11162.84,263645.17140000,0
1788881280000,23.717000,23.799000,23.586000,23.790000,20061.18,1788881339999,475852.14808000,5047,11681.99,277113.11284000,0
1788881340000,23.790000,23.800000,23.652000,23.713000,15328.36,1788881399999,363816.85648000,3928,7209.74,171151.07891000,0
1788881400000,23.714000,24.179000,23.685000,24.076000,56645.69,1788881459999,1358616.76004000,10447,38453.92,922796.45460000,0
1788881460000,24.080000,24.180000,23.950000,24.140000,38528.60,1788881519999,927244.14902000,8032,21702.66,522534.67085000,0
1788881520000,24.140000,24.187000,23.900000,24.021000,31477.41,1788881579999,757486.28749000,5656,13906.97,334920.75564000,0
1788881580000,24.020000,24.083000,23.561000,23.690000,35933.90,1788881639999,854594.81845000,8465,14353.52,341430.39175000,0
1788881640000,23.690000,23.844000,23.515000,23.769000,25273.47,1788881699999,599138.87588000,5148,10680.71,253262.89361000,0
1788881700000,23.769000,23.969000,23.769000,23.867000,19129.41,1788881759999,456921.42834000,4168,11299.99,269896.90022000,0
1788881760000,23.868000,23.914000,23.063000,23.095000,68831.99,1788881819999,1607486.65697000,14410,27043.61,631124.53118000,0
1788881820000,23.095000,23.500000,22.914000,23.477000,58618.19,1788881879999,1358601.64775000,11996,27211.46,631569.14281000,0
1788881880000,23.480000,23.793000,23.480000,23.721000,31622.51,1788881939999,747530.89116000,6640,14144.80,334433.12479000,0
1788881940000,23.721000,23.743000,23.565000,23.611000,17041.59,1788881999999,402984.51049000,3665,7261.79,171783.60041000,0
1788882000000,23.612000,23.696000,23.453000,23.543000,21602.25,1788882059999,509129.95013000,4461,11976.57,282305.69737000,0
1788882060000,23.543000,23.733000,23.527000,23.674000,14762.00,1788882119999,349336.55262000,3491,7385.73,174774.92878000,0
1788882120000,23.674000,23.732000,23.574000,23.700000,8687.46,1788882179999,205533.15603000,2463,5173.04,122398.36014000,0
1788882180000,23.696000,23.730000,23.626000,23.660000,10623.51,1788882239999,251598.66028000,3058,5262.10,124634.32197000,0
1788882240000,23.661000,23.680000,23.472000,23.641000,19033.87,1788882299999,448573.48256000,4195,10023.03,236232.45700000,0
1788882300000,23.648000,23.699000,23.575000,23.587000,11951.56,1788882359999,282617.90749000,2964,5157.78,121996.84196000,0
1788882360000,23.586000,23.731000,23.579000,23.587000,13248.34,1788882419999,313359.78195000,2653,6784.14,160518.04368000,0
1788882420000,23.587000,23.616000,23.487000,23.545000,10722.73,1788882479999,252537.70738000,2411,4580.75,107897.80612000,0
1788882480000,23.546000,23.879000,23.543000,23.821000,25866.53,1788882539999,614030.90099000,5575,16217.03,385030.27774000,0
1788882540000,23.823000,24.220000,23.768000,24.177000,46204.08,1788882599999,1110534.06392000,10265,26491.12,636848.75650000,0
1788882600000,24.177000,24.381000,24.068000,24.327000,39816.84,1788882659999,964464.57528000,9946,23066.60,558921.33153000,0
1788882660000,24.328000,24.473000,24.103000,24.358000,45856.07,1788882719999,1115190.98491000,11187,22075.56,537145.54919000,0
1788882720000,24.353000,24.740000,24.350000,24.722000,50976.06,1788882779999,1250123.19916000,11658,31759.04,779104.27378000,0
