open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1788837840000,0.7237000,0.7244000,0.7229000,0.7240000,17978,1788837899999,13009.7367000,341,9371,6782.1471000,0
1788837900000,0.7239000,0.7262000,0.7239000,0.7256000,33484,1788837959999,24288.0676000,458,22023,15974.3176000,0
1788837960000,0.7256000,0.7260000,0.7240000,0.7260000,42721,1788838019999,30965.1560000,525,13155,9537.3615000,0
1788838020000,0.7258000,0.7259000,0.7245000,0.7258000,40425,1788838079999,29320.5846000,449,12948,9393.6127000,0
1788838080000,0.7257000,0.7266000,0.7240000,0.7254000,76461,1788838139999,55450.8979000,758,33175,24067.5793000,0
1788838140000,0.7254000,0.7280000,0.7254000,0.7266000,61607,1788838199999,44782.8542000,639,49511,35988.5858000,0
1788838200000,0.7268000,0.7310000,0.7266000,0.7288000,224191,1788838259999,163466.9897000,1684,153653,112056.5410000,0
1788838260000,0.7289000,0.7313000,0.7280000,0.7296000,210951,1788838319999,153885.3952000,1157,93365,68149.4824000,0
1788838320000,0.7296000,0.7318000,0.7283000,0.7289000,112972,1788838379999,82465.1790000,937,51614,37683.7871000,0
1788838380000,0.7291000,0.7292000,0.7252000,0.7263000,61146,1788838439999,44461.6145000,731,23250,16893.9282000,0
1788838440000,0.7262000,0.7271000,0.7254000,0.7260000,34042,1788838499999,24720.0778000,558,15666,11376.5983000,0
1788838500000,0.7261000,0.7271000,0.7250000,0.7260000,53094,1788838559999,38542.3373000,637,14371,10434.6256000,0
1788838560000,0.7260000,0.7301000,0.7260000,0.7291000,30648,1788838619999,22319.6227000,518,23030,16773.1785000,0
1788838620000,0.7291000,0.7294000,0.7280000,0.7282000,64192,1788838679999,46780.7176000,625,28466,20748.0147000,0
1788838680000,0.7282000,0.7329000,0.7282000,0.7321000,92530,1788838739999,67598.7575000,724,80504,58812.3505000,0
1788838740000,0.7321000,0.7338000,0.7314000,0.7321000,91495,1788838799999,67022.8935000,900,39999,29310.5676000,0
